Area,Year,Month,Secchi_m,Chla_mg_m3,Total_N,Total_P,SAL_PSU,SAL_SD,WT_Celsius,Months_highSAL
GB,1987,9,1.92,10.05,50.11,2.2325,7.5,0.308220700148449,14.29,0
GB,1987,10,1.48,9.75,44.88,3.2535,7.1,0.226384628453435,11.54,0
GB,1987,11,0.55,8.3,48.85,2.82375,6.725,0.330403793359983,5.4375,0
GB,1987,12,1.42,14.4,88.915,3.1355,7.4,1.96786686541544,1.81,0
GB,1988,1,2.54,2.55,82.99,2.767,6.44,0.809629544915451,3.29,0
GB,1988,2,0.94,6.125,79.83,2.703,6.87,0.265988721565408,2.8,0
GB,1988,3,2.58,5.4125,201.965,2.0715,6.19,0.549317758678891,3.56,0
GB,1988,4,1.46,18.6125,163.85,1.8405,5.75,1.23440268956285,8.73,0
GB,1988,5,1.56,18.625,83.835,1.67,6.19,0.124498995979887,11.56,0
GB,1988,6,1.54,17.75,70.47,1.5505,5.65,0.154110350074225,15.94,0
GB,1988,7,1.28,22.2,116.72,2.635,5.97,0.292831009286926,19.36,0
GB,1988,8,1.3,15.8125,86.88,2.9615,6.06,0.0894427190999913,18.67,0
GB,1988,9,1.52,13.0625,61.47,3.3955,6.01,1.04067285925982,17.19,0
GB,1988,10,1.44,9.225,60.84,3.299,6.88,0.438178046004133,11.42,0
GB,1988,11,2.76,5.0875,67.87,3.8925,7.23,0.0570087712549568,5.55,0
GB,1988,12,1.52,6.53333333333333,123.98,2.803,7.83,0.809783921796426,1.45,0
GB,1989,1,2.54,2.6,57.445,2.5785,8.23,0.872926113711808,3.94,0
GB,1989,2,1.83333333333333,4.875,61.2444444444445,2.55416666666667,8.85,0.368272996566406,3.78333333333333,0
GB,1989,3,3.31111111111111,4.3375,77.0305555555556,2.13583333333333,8.50555555555556,0.705976471121933,4.94444444444445,0
GB,1989,4,1.26666666666667,13.6,116.713888888889,1.69194444444444,8.35,0.210653744329409,6.88888888888889,0
GB,1989,5,2.45555555555556,4.99583333333333,64.5462962962963,1.96111111111111,8.37592592592593,0.559954804172667,11.512962962963,0
GB,1989,6,1.58,9.375,50.455,2.242,7.9,0.555652769272322,16.23,0
GB,1989,7,1.54,10.2125,53.78,2.9015,7.55,0.141421356237309,20.42,0
GB,1989,8,0.98,11.7875,44.85,2.828,7.82,0.261247009552263,16.83,0
GB,1989,9,1.6,4.1,37.175,3.5225,9.05,,16.7,0
GB,1989,10,1.88,5.05,40.55,2.982,8.07,0.56302753041037,12.46,0
GB,1989,11,3.075,3.33333333333333,51.2375,3.65625,8.2125,1.0601690116832,9.5375,0
GB,1989,12,2.68,2.2875,66.1133333333333,3.673,8.29,0.402181551043804,2.28,0
GB,1990,1,3.1,1.3375,71.945,3.6575,7.54,0.483993801613202,1.22,0
GB,1990,3,2.3,7.7125,47.325,1.7955,9.87,0.626099033699941,6.47,0
GB,1990,4,1.22,,42.245,1.395,8.95,0.145773797371132,9.71,0
GB,1990,5,2.4,6.5,39.435,1.718,8.31,0.598331012066064,14.86,0
GB,1990,6,1.96,7.1,60.24,2.0545,8.62,0.448051336344397,16.27,0
GB,1990,7,1.76,11.9625,52.74,2.0455,8.73,0.216794833886788,17.2,0
GB,1990,8,1.2,16.8625,44.29,2.8145,9.17,0.256417628099161,19.64,0
GB,1990,9,1.12,14.1,43.71,2.646,8.85,0.431566912540801,16.94,0
GB,1990,10,1,13.9,56.455,2.9725,8.38,1.09350354366138,11.36,0
GB,1990,11,2.02,2.925,42.28,5.8245,8.22,0.192353840616714,7.17,0
GB,1990,12,1.82,2.625,67.22,3.0225,7.86,0.383079626187559,3.91,0
GB,1991,1,2.04,3.33333333333333,48.45,1.8375,7.8,0.337268439080801,2.28,0
GB,1991,3,1.75,23.3,45.55,1.305,7.3,0.282842712474619,3.88,0
GB,1991,4,2.45,5.39,32.6,0.805,7.34,0.0547722557505167,7.38,0
GB,1991,5,2.23,7.71,64,1.3975,7.15,0.187082869338697,7.94,0
GB,1991,6,1.64,10.06,40.025,1.665,7.52,0.275227178890458,14.5,0
GB,1991,7,1.16,16.6,48.35,1.965,7.4,0.183711730708738,19.99,0
GB,1991,8,1.34,22.03,33.975,2.0675,6.86,1.21109454626796,21.74,0
GB,1991,9,1.66,13.59,40.725,2.885,7.98,0.436749356038449,16.08,0
GB,1991,10,2.46,10.17,65.825,8.345,7.44,0.320936130717624,13.32,0
GB,1991,11,3.02,3.35,,1.4875,7.6,0.0707106781186548,5.28,0
GB,1991,12,3.7,4.45,45.05,1.8975,7.91,0.642650760522385,4.31,0
GB,1992,1,1.94,4.03,41.775,2.085,7.76,0.163554272337961,3.19,0
GB,1992,2,1.7,8.14,49.125,1.6925,7.61,1.18184178298112,0.7,0
GB,1992,3,2.94,10.29,162.05,1.6575,7.44,0.408350339781908,3.52,0
GB,1992,4,1.72,26.43,36.075,2.545,7.21,1.07900417052021,5.72,0
GB,1992,5,2.4,6.9,27.875,1.575,7.62,0.332791225845875,9.96,0
GB,1992,6,1.74,8.43,44.225,2.1975,7.31,0.194935886896179,17.52,0
GB,1992,7,1.04,16.13,36.75,0.545,7.07,0.460434577328853,19.64,0
GB,1992,8,1.3,11.46,44.5,1.7075,7.43,0.115108644332213,20.72,0
GB,1992,9,1.04,11.95,36.05,2.23,7.76,0.155724115023975,17,0
GB,1992,10,1.62,10.46,50.625,2.3525,7.17,0.391471582621268,12.02,0
GB,1992,11,2.18,3.69,38.525,2.3325,7.98,0.394651745213423,3.71,0
GB,1993,1,0.875,4.875,48.5,2.1275,7.6,0.0707106781186545,2.6125,0
GB,1993,2,1.7,5.175,31.675,2.765,8.1875,0.411045415171284,0.8625,0
GB,1993,3,2.425,4.225,46.5,1.5175,8.075,0.225462487641145,0.9625,0
GB,1993,4,1.95,20.3125,43.7,1.7425,7.775,0.876070773396762,4.95,0
GB,1993,6,1.85,5.9625,30.575,3.3575,7.35,0.191485421551268,16.8,0
GB,1993,7,1.225,9.575,24.375,1.5125,8.25,0.227303028283098,16.2125,0
GB,1993,8,2.225,7.7875,29,1.75,8.775,0.266145323711189,17.9,0
GB,1993,9,2.35,7.5875,23.275,2,8.0375,0.493921383757915,14.85,0
GB,1993,10,2.75,7.2625,22.85,2.3225,7.625,1.08205052254196,13.75,0
GB,1993,11,3.225,17.1,33.525,1.9275,8.05,0.267706306736817,8.35,0
GB,1993,12,2.075,6.8375,36.325,2.25,7.075,0.340342964277702,1.9,0
GB,1994,1,2.75,3.6125,48.55,1.58375,7.975,0.580947501931113,2.0125,0
GB,1994,2,0.85,3.7125,60.775,2.15375,8.1125,0.599131315600624,2.9,0
GB,1994,3,2.8,3.775,96.1,2.03,7.25,0.0707106781186545,2.7,0
GB,1994,4,1.025,7.6625,113.225,1.695,7.3625,0.778219120813669,6.275,0
GB,1994,5,1.325,10.6375,82.6,0.99125,6.7625,0.19737865470545,10.9125,0
GB,1994,6,1.1375,13.1375,59,1.63,7.125,0.298607881119482,14.5625,0
GB,1994,7,0.9625,15.0125,49.725,2.56,7.2875,0.209662427090152,22.2,0
GB,1994,8,0.575,19.1375,54.0625,4.13625,6.975,0.0645497224367901,24.6,0
GB,1994,9,0.7625,21.5125,37.65,3.11,7.0125,0.808676902930542,17.1125,0
GB,1994,10,1.35,15.65,33.8125,2.065,6.9375,0.794119008713429,10.1625,0
GB,1994,11,0.85,18.575,35.175,2.38,7,0.483045891539648,8.1,0
GB,1994,12,1.625,6.0625,33.6375,1.47125,7.3875,0.322425702035885,5.0375,0
GB,1995,1,1.3375,7.55,53.95,1.59875,7.2625,0.921389349478999,0.625,0
GB,1995,2,0.5875,6.35,53.3,1.43125,7.8125,0.0629152869605898,2.7,0
GB,1995,3,2.0375,6.675,61.6375,0.95125,7.7875,0.39660013447636,3.7125,0
GB,1995,4,0.7575,14.625,45.8125,1.2525,8.3,0.234520787991171,5.225,0
GB,1995,5,1.815,4.475,28.2875,0.795,8.2125,0.317214438511238,11.225,0
GB,1995,6,0.845,20.35,30.725,1.64875,7.5625,1.03631960964431,16.25,0
GB,1995,7,0.84,10.375,26.625,0.7475,8.3125,0.201556443707464,20.0125,0
GB,1995,8,0.845,17.825,40.275,2.63875,7.3625,0.579331511312824,21.5125,0
GB,1995,9,0.8425,17.475,37.85,2.75,7.4875,0.342478709800575,16.075,0
GB,1995,10,1.03333333333333,32.8333333333333,43.1166666666667,2.77333333333333,6.35,2.25222112591104,13.7166666666667,0
GB,1995,11,1.05,19.625,29.775,1.78875,7.575,0.713559154286922,6.4625,0
GB,1995,12,2.5,4.725,18.975,1.62625,7.55,0.248327740429189,2.1125,0
GB,1996,4,1.375,21.2,53.7125,1.065,6.525,0.783687863033917,4.1625,0
GB,1996,5,1.2,25.56,51.45,1.422,6.48,0.800468612751306,9.97,0
GB,1996,6,1.5,7.5,31.775,1.2425,7.0875,0.0249999999999999,15.3625,0
GB,1996,7,1.12,14.14,34.97,1.741,7.08,0.307408522978788,15.68,0
GB,1996,8,1.41666666666667,12.4833333333333,37.625,2.085,7.1,0.465832587954085,20.0416666666667,0
GB,1996,9,1.375,12.7,29.1625,2.36875,6.65,0.732575365861197,18.8375,0
GB,1996,10,2,10.3,24.6125,1.92,6.5,0.227303028283098,11.4125,0
GB,1996,11,1.6,7.28,38.54,1.397,6.89,0.274772633280682,7.39,0
GB,1996,12,2.28,4.88,42.69,1.558,6.81,0.0821583836257752,3.32,0
GB,1997,2,2.5,6.95,41.6,1.3575,7.325,0.0353553390593273,1.725,0
GB,1997,3,1.64,19.46,40.93,1.215,7.16,0.914740400332247,5,0
GB,1997,4,1.7,5.82,29.67,0.758,7.68,0.16431676725155,6.02,0
GB,1997,5,1.22,7.54,35.39,1.271,7.71,0.42485291572496,11.94,0
GB,1997,6,1.325,5.85,32.8125,1.29625,7.45,0.212132034355964,13.3375,0
GB,1997,7,1.075,9.175,43.05,1.33875,7.3375,0.125,19.6,0
GB,1997,8,0.9,25.275,51.15,3.81,6.1125,0.366003187599963,22.9625,0
GB,1997,9,1.025,27.4,55.3375,4.26625,6.225,0.38405728739343,21.1375,0
GB,1997,10,1.76,13.86,36.07,1.969,7.41,0.534322000295702,11.36,0
GB,1997,11,2.14,9,44.62,1.781,7.96,0.827194052202988,5.57,0
GB,1997,12,2.92,5.28,42.04,1.687,7.6,0.252487623459052,3.86,0
GB,1998,1,2.7,8.725,66.25,1.56375,6.45,1.26820082531645,3.5125,0
GB,1998,2,2.12,6.68,50.59,1.453,7.34,0.263153947338815,4.92,0
GB,1998,3,1.8,10.1,72.4875,1.4325,7.2875,0.838028440249295,3.9375,0
GB,1998,4,1.8,13.55,59.2625,0.51375,6.775,0.330403793359984,8.05,0
GB,1998,5,1.26,13.92,48.79,1.071,6.54,0.0961769203083567,14.92,0
GB,1998,6,0.775,21.775,44.6625,1.6025,6.4125,0.301039864469807,16.675,0
GB,1998,7,1.125,14.775,50.675,1.98625,6.9125,0.476751158012927,18.1,0
GB,1998,8,1.22,14.56,43.95,1.577,6.78,0.309434968935316,17.59,0
GB,1998,9,1.66,12.78,39.73,1.277,7.27,0.178885438199983,16.28,0
GB,1998,10,1.1,26.475,51.475,3.07125,5.9125,1.4924113597352,9.775,0
GB,1998,11,1.92,8.56,39.55,1.221,6.91,0.457438520459307,5.92,0
GB,1998,12,3.1,5,35.95,1.265,7.25,,1.1,0
GB,1999,1,3.33333333333333,5.46666666666667,48.7333333333333,1.41666666666667,7,0.529150262212918,2.8,0
GB,1999,2,1.6,5.08,57.77,1.492,7.35,0.289395922569756,1.29,0
GB,1999,3,1.8,10.6,118.1625,1.665,6.5,1.37052301452159,2.8375,0
GB,1999,4,2.26,10.84,65.9,0.665,6.5,0.428660704987056,8.71,0
GB,1999,5,1.82,17.06,83.54,1.381,5.89,0.94630861773525,12.96,0
GB,1999,6,1.08,11.22,48.85,1.561,6.04,0.216217483104397,17.77,0
GB,1999,7,1.52,19.94,50.94,2.103,5.62,0.746324326281812,20.39,0
GB,1999,8,1.6,15.54,48.17,1.92,6.18,0.426614580154031,19.1,0
GB,1999,9,1.425,22.175,52.2625,2.645,5.65,0.672061505121865,18.25,0
GB,1999,10,1.76,9.14,43.82,1.3,6.18,0.125499003980112,12.81,0
GB,1999,11,2.52,6.74,35.56,1.165,6.7,0.570087712549569,5.63,0
GB,1999,12,1.52,6.44,38.03,1.292,6.82,0.303315017762062,4.82,0
GB,2000,1,1.66,6.4,51.02,1.747,7.46,0.397492138287035,1.22,0
GB,2000,2,0.95,6.925,51.6875,1.7425,7.9625,0.518611929416721,3.5625,0
GB,2000,3,1.46,7.32,47.47,1.354,8.38,0.698748881931127,4.47,0
GB,2000,4,2.14,15.98,55.21,0.794,8.16,0.476182738032366,8.74,0
GB,2000,5,1.46,15.08,49.54,1.052,6.84,0.446374282413313,17.43,0
GB,2000,6,1.46,13.64,39.33,1.26,7.12,0.472493386197098,18.18,0
GB,2000,7,1.58,11.58,37.17,0.988,7.74,0.082158383625775,17.24,0
GB,2000,8,1.82,22.78,38.31,1.229,7.21,1.79457515863783,18.46,0
GB,2000,9,1.7,21.22,38.13,1.215,7.47,0.823559348195381,16.7,0
GB,2000,10,2.9,13,36.61,1.5,6.87,0.439602092806665,13.37,0
GB,2000,11,2.62,6.3,35.57,1.423,7.15,0.31224989991992,8.39,0
GB,2000,12,3.275,5.95,35.1375,1.43125,7.025,0.210158670215308,5.4875,0
GB,2001,1,3.26,15.98,42.36,2.601,6.78,0.580517010948,1.36,0
GB,2001,2,1.48,27.52,42.51,1.897,6.62,0.410182886039874,2.34,0
GB,2001,3,1.26,20.08,33.19,1.297,6.77,0.366742416417845,2.84,0
GB,2001,4,1.45,27.775,45.0125,1.8875,6.3875,0.679920338471108,5.325,0
GB,2001,5,1.54,14,37.53,1.035,6.1,0.154110350074224,11.03,0
GB,2001,6,1.575,8,30.3375,1.46875,7.05,0.433973885543051,15.525,0
GB,2001,7,1.46,18.66,45.59,1.75,6.81,0.486569625028115,21.13,0
GB,2001,8,1.26,17.92,40.82,2.293,6.77,0.115108644332213,19.04,0
GB,2001,9,1.46,15.62,41.33,2.18,6.89,0.151657508881031,15.12,0
GB,2001,10,1.94,15.32,37.14,1.713,7,0.183711730708739,14.27,0
GB,2001,11,1.9,10.14,32.9,1.494,7,0.173205080756888,8.16,0
GB,2001,12,2.48,6.6,47.67,1.51,6.83,0.637965516309463,3.05,0
GB,2002,1,2.36666666666667,5.23333333333333,40.0666666666667,1.83833333333333,7.46666666666667,0.175594229214212,1.85,0
GB,2002,2,2.06,10.84,72.13,1.498,7.28,0.998498873309329,4.69,0
GB,2002,3,1.48,14.36,69.3125,1.4875,7.24,1.04725832534289,3.75,0
GB,2002,4,1.68,33.4,88.13,0.715,6.53,0.728525908942159,7.45,0
GB,2002,5,1.2,17.82,54,0.805,6.11,0.514052526498995,16.43,0
GB,2002,6,1.15,13.45,56.9,2.08375,6.375,0.33291640592397,19.2,0
GB,2002,7,1.4,12.15,29.675,1.54,6.85,0.273861278752583,20.2625,0
GB,2002,8,1.175,36.5,49.95,3.12625,5.9375,0.502286438863988,21.9625,0
GB,2002,9,1.35,34.975,54.2125,3.42375,6.0375,0.758699545274676,18.45,0
GB,2002,10,2.1,11.875,38.55,2.52,6.95,0.191485421551267,11.9,0
GB,2002,11,2.23333333333333,6.2,42.5833333333333,1.88166666666667,6.81666666666667,0.0763762615825975,5.66666666666667,0
GB,2003,4,1.35,15.3,35.3625,1.825,6.2625,0.118145390656315,7.5125,0
GB,2003,5,2.375,7.4,30.325,0.435,6.3375,0.094648472430005,11.15,0
GB,2003,6,1.16,14.22,53.7,1.606,6.63,0.297069015550259,17.17,0
GB,2003,7,1.425,9.05,29.9625,1.58625,6.8125,0.188745860881769,18.0375,0
GB,2003,8,1.275,15.2,27.14,2.423,6.88,0.139642400437689,20.52,0
GB,2003,9,1.5,10.06,31.09,2.704,7.49,0.102469507659596,16.87,0
GB,2003,10,1.475,9.95,24.925,2.72375,7.35,0.0577350269189626,14.0375,0
GB,2003,11,2.16666666666667,18.2,36.1,1.94875,7.175,0.655108133567785,6.3375,0
GB,2004,1,1.74,5.46,34.65,1.823,7.24,0.263153947338815,0.25,0
GB,2004,2,1.14,6.92,37.54,2.257,7.29,0.374833296279826,1.52,0
GB,2004,3,0.916666666666667,38.7666666666667,44.9166666666667,1.805,7,0.289827534923789,2.35,0
GB,2004,4,2.3,14.2,32.4833333333333,1.015,6.675,0.596447818337866,7.86666666666667,0
GB,2004,5,1.41666666666667,8.91666666666667,57.8916666666667,1.29333333333333,6.41666666666667,0.204124145231931,13.4083333333333,0
GB,2004,6,1.22,12.6,21.54,1.649,6.96,0.0821583836257749,15.3,0
GB,2004,7,1.04285714285714,15.7571428571429,53.3357142857143,1.41785714285714,6.89285714285714,0.332200455835243,16.9857142857143,0
GB,2004,8,1.11428571428571,18.7571428571429,25.2642857142857,1.27571428571429,7.17857142857143,0.175254916376933,20.2428571428571,0
GB,2004,9,1.54,11.32,37.05,1.807,7.23,0.0570087712549567,15.33,0
GB,2004,10,1.93333333333333,12.2,35.0333333333333,1.24,7.23333333333333,0.104083299973306,10.1666666666667,0
GB,2004,11,2.32,11.12,30.34,1.09,7.27,0.0447213595499959,8.8,0
GB,2004,12,1.54,8.34,39.74,1.593,7.43,0.381772183376421,4.14,0
GB,2005,1,0.766666666666667,8.51666666666667,43.0916666666667,1.68666666666667,7.74166666666667,0.0664580067912562,3.11666666666667,0
GB,2005,2,1.37272727272727,9.34545454545455,39.5,1.29454545454545,7.97272727272727,0.167874411932904,0.168181818181818,0
GB,2005,3,1.3,25.3,43.4,1.09,7.9,,0.3,0
GB,2005,4,1.5,15.1,44.4333333333333,0.846666666666667,6.9125,0.335099487714718,8.1625,0
GB,2005,5,1.76666666666667,7.25,35.9083333333333,0.644166666666667,6.96666666666667,0.147196014438797,11.5333333333333,0
GB,2005,6,1.23333333333333,13.7666666666667,33.6416666666667,0.745833333333333,6.875,0.121449578014911,14.7027777777778,0
GB,2005,7,1.26666666666667,13.5666666666667,34.7,1.575,7.09166666666667,0.102062072615966,21.1166666666667,0
GB,2005,8,1.11666666666667,13.6666666666667,28.1,2.55833333333333,7.025,0.223047080231955,19.05,0
GB,2005,9,1.43333333333333,12.9,29.5666666666667,1.79,7.2,0.2,17.4,0
GB,2005,10,1.86,9.18,24.97,1.439,7.11,0.347131099154196,11.9,0
GB,2005,11,2.4,7.78,27.39,1.64,7.01,0.0223606797749978,8.96,0
GB,2005,12,2.25,6.5,27.05,1.44833333333333,7.13333333333333,0.166332999331662,2.225,0
GB,2006,1,2.34,6.1,36.537,1.687,6.99,0.486569625028115,1.4,0
GB,2006,3,1.66,31.66,34.65,1.263,6.98,0.354612464529943,0.05,0
GB,2006,4,2.2,12.28,31.57,0.988,6.62,0.851909619619359,3.83,0
GB,2006,7,0.9,20.8,41.4,2.99,6.55,,23.75,0
GB,2006,8,0.98,18.62,32.04,2.296,6.75,0.308220700148449,18.95,0
GB,2006,9,1.4,17.7166666666667,36.4,3.325,6.89166666666667,0.377381327925305,17.8555555555556,0
GB,2006,10,1.48333333333333,17.85,30,2.16416666666667,6.81666666666667,0.452401002061961,13.7166666666667,0
GB,2006,11,1.85,8.45,29.1,1.85416666666667,7.475,0.225277606521376,7.69166666666667,0
GB,2006,12,2.08,7.5,32.48,1.424,7.53,0.386652298583624,7.14,0
GB,2007,1,1.03333333333333,6.11666666666667,35.9083333333333,2.18083333333333,7.89166666666667,0.162532048121798,5.16666666666667,0
GB,2007,2,2.25,4.5,40.3225,1.72,9.075,0.0353553390593279,1.9475,0
GB,2007,3,2,16.5,46.27,2.03,8.15,,4.075,0
GB,2007,4,1.6,22.64,41.829,1.017,7.77,0.576194411635517,7.258,0
GB,2007,5,1.43333333333333,12.6,36.15,1.32083333333333,7.48333333333333,0.525991127935317,13.2833333333333,0
GB,2007,6,1.3,11.7,31.7,1.35666666666667,7.41666666666667,0.125830573921179,20.0566666666667,0
GB,2007,7,1.28333333333333,15.8,35.8358333333333,2.71666666666667,7.41666666666667,0.577638872191499,19.225,0
GB,2007,8,1.63333333333333,8.28333333333333,37.6791666666667,1.9725,7.7,0.291547594742265,18.95,0
GB,2007,9,1.95,10.8,31.49875,1.745,7.725,0.392640632979658,14.0375,0
GB,2007,10,2.24,10.08,30.039,1.793,7.32,0.853375649992429,11.85,0
GB,2007,11,1.58,5.38,26.077,2.228,7.74,0.0894427190999916,8.38,0
GB,2007,12,1.8,5.55,,,7.63333333333333,0.368329562574967,3.9,0
GB,2008,3,1.8,16.14,35.31,1.748,7.86,0.167332005306815,4.614,0
GB,2008,4,1.92,19.46,73.363,0.874,7.07,0.873641803029137,7.15,0
GB,2008,5,1.84,19.96,56.637,0.969,6.69,0.635806574360473,13.69,0
GB,2008,6,1.24545454545455,13.11,44.8625,1.29909090909091,6.495,0.394017766096911,17.8055,0
GB,2008,8,1.1,18.12,48.392,1.655,6.84,0.248495472795784,19.45,0
GB,2008,9,1.36666666666667,15.1,49.3383333333333,1.26666666666667,6.9,0.344963766213207,16.4458333333333,0
GB,2008,11,2.1,4.72,58.909,1.393,7.21,0.313049516849971,7.997,0
GB,2009,1,2.48,3.88,37.152,1.181,7.66,0.155724115023974,-0.00699999999999999,0
GB,2009,2,0.716666666666667,13.26,43.6766666666667,1.45666666666667,7.48333333333333,0.67946057035465,-0.0633333333333333,0
GB,2009,3,2.53333333333333,10.2444444444444,36.055,1.05111111111111,7.17777777777778,0.552330919326851,2.50111111111111,0
GB,2009,4,0.8,99.7,31.71,1.245,5.8,,3.995,0
GB,2009,5,1.84,6.62,38.501,0.994,6.29,0.374833296279826,11.098,0
GB,2009,6,2,6.12,35.41,1.04,7.38,0.258843582110896,15.956,0
GB,2009,7,1.72,14.66,38.414,1.414,6.96,0.482700735445887,19.353,0
GB,2009,8,1.66,15.1,38.662,1.439,7.05,0.282842712474619,19.942,0
GB,2009,9,1.54,14.58,40.912,1.626,6.95,0.183711730708738,17.008,0
GB,2009,10,1.375,13.125,34.72875,1.66625,7,0.141421356237309,12.45125,0
GB,2009,11,1.98,11.66,40.036,1.838,6.85,0.412310562561766,7.429,0
GB,2009,12,3,5.74,40.037,1.403,7.02,0.16431676725155,5.567,0
GB,2010,4,1.65,12.55,168.58,2.855,6.45,0.212132034355964,7.29,0
GB,2010,5,1.5,15.32,45.791,1.209,6.43,0.327108544675923,9.991,0
GB,2010,6,1.32,13.34,27.458,1.377,6.09,0.815015337278999,13.85,0
GB,2010,8,0.75,27.7833333333333,46.9375,2.7575,6.01666666666667,0.659292550137393,20.955,0
GB,2010,10,1.08,20.12,45.014,2.426,6.18,0.376828873628336,12.299,0
GB,2010,11,1.12,20.74,41.9938,1.886,6.28,0.368442668538811,6.86,0
GB,2011,2,1.2,4.7,87.94,1.5125,6.1,,-0.32,0
GB,2011,3,1.24,49.18,84.7078,1.431,5.68,0.884307638777366,2.19,0
GB,2011,4,0.88,36.2,58.8912,1.1374,6.3,0.0999999999999999,7.857,0
GB,2011,5,0.68,37.04,64.1852,1.6197,5.97,0.47116875957559,10.424,0
GB,2011,7,0.76,28.56,50.6737,2.0621,5.95,0.792148975887743,18.767,0
GB,2011,8,0.88,27.12,52.1676,1.8949,5.76,0.763544366752843,17.995,0
GB,2011,9,1.08,22.08,45.6361,1.6379,6.12,0.464488966499743,16.896,0
GB,2011,10,1.22,18.9,42.8761,1.4731,6.12,0.967987603226405,9.287,0
GB,2011,12,0.8,17.02,40.5672,1.3801,6.84,0.194935886896179,4.78,0
GB,2012,1,1.24,9.76,35.5077777777778,1.13333333333333,7.73888888888889,0.370622599298951,2.55722222222222,0
GB,2012,4,1.34,10,26.25125,0.6625,7.425,0.308220700148449,7.184375,0
GB,2012,5,1.48,6.14,28.0622222222222,0.933888888888889,8.04444444444444,0.0527046276694728,13.1566666666667,0
GB,2012,6,1.72,7.84,28.5144444444444,1.04,8.06666666666667,0.198431348329844,15.471875,0
GB,2012,7,1.04,11.46,26.2255555555556,1.095,7.8,0.342782730020052,17.5188888888889,0
GB,2012,8,1.42,9.06,33.844,1.734,7.52,0.302948473800047,20.058,0
GB,2012,9,1.26,15.74,35.2605555555556,1.71277777777778,7.8,0,14.2283333333333,0
GB,2012,10,1.34,14.96,35.078,1.319,7.84,0.0843274042711569,12.114,0
GB,2012,12,1.98,5.58,30.0077777777778,1.10666666666667,7.27777777777778,0.697366076350466,1.48944444444444,0
GB,2013,3,0.7,54.92,65.2283333333334,1.50833333333333,6.1,0.861321658847611,0.136111111111111,0
GB,2013,4,1.9,14,54.656,0.941,5.83,0.147572957474525,2.789,0
GB,2013,5,1.2,19.3,44.7511111111111,0.993333333333333,5.77222222222222,0.0263523138347366,13.7216666666667,0
GB,2013,6,1.2,26.56,42.643,1.636,5.66,0.505964425626941,19.794,0
GB,2013,7,0.96,22.66,45.768,1.608,6.52,0.135810325249756,21.052,0
GB,2013,8,0.84,33.76,48.5811111111111,2.64,6.18888888888889,0.367234408942179,20.5016666666667,0
GB,2013,9,1.04,21.9,42.962,1.644,6.05,0.329983164553722,16.792,0
GB,2013,10,1.36,23.04,40.4325,1.40375,6.15625,0.316721486482998,12.0475,0
GB,2013,11,1.42,16.5,27.77375,0.881875,6.7625,0.362284418654736,5.943125,0
GB,2014,1,1.98,12.88,38.622,1,6.87,0.434101882562659,3.592,0
GB,2014,5,1.54,8.92,34.6333333333333,0.968888888888889,7.1,0.1,13.8927777777778,0
GB,2014,6,1.32,11.74,38.9311111111111,1.33666666666667,6.7,0.209165006633519,18.5427777777778,0
GB,2014,7,0.84,12.46,47.529,1.857,6.94,0.107496769977314,21.424,0
GB,2014,8,1,25.52,53.5105555555556,2.59777777777778,6.43333333333333,0.703562363973514,22.1283333333333,0
GB,2014,10,1.44,14.66,41.25625,1.671875,6.9875,0.0991031208965114,15.028125,0
GB,2014,11,1.44,15.48,38.3577777777778,1.64055555555556,6.91666666666667,0.125,9.57055555555556,0
GB,2014,12,1.9,12.625,41.17625,1.3925,6.675,0.0267261241912423,3.2225,0
GB,2015,1,1.82,8.74,52.242,1.485,7.87,0.122927259430572,3.08,0
GB,2015,2,1.8,14.14,44.008,0.867,7.77,0.122927259430572,2.028,0
GB,2015,3,1.56,13.98,39.8122222222222,0.886111111111111,7.73888888888889,0.0600925212577329,4.27111111111111,0
GB,2015,4,2.06,15.44,42.399,1.689,7.63,0.0632455532033677,7.849,0
GB,2015,5,1.6,7.4,31.293,0.845,7.7,0.266666666666667,12.26,0
GB,2015,6,1.44,7.4,33.4972222222222,1.19111111111111,8.02222222222222,0.0618016540591306,15.8588888888889,0
GB,2015,7,1.16,13.2,40.5516666666667,1.55777777777778,7.93333333333333,0.533853912601566,20.4133333333333,0
GB,2015,8,2.08,10.54,35.6572222222222,1.45666666666667,8.21666666666667,0.167705098312485,17.8366666666667,0
GB,2015,9,1.16,9.2,38.39,1.55,7.9625,0.0744023809142842,16.63,0
GB,2015,11,1.98,16.58,32.586875,1.43125,7.65,0.166904592079256,9.306875,0
GB,2016,3,3,15.28,35.59,0.844,7.62,0.729230949547383,4.468,0
GB,2016,4,2.1,2.36,28.33,0.805625,7.8875,0.0231455024943141,8.99,0
GB,2016,5,2.14,3.66,28.9,1.10555555555556,7.8,0.0935414346693484,14.8427777777778,0
GB,2016,6,1.6,14.16,36.8783333333333,1.52444444444444,7.43333333333333,0.424264068711929,20.8383333333333,0
GB,2016,7,1.86,9.8,32.574,1.234,7.79,0.0516397779494321,19.013,0
GB,2016,8,1.28,19.14,42.8707142857143,1.86428571428571,7.52857142857143,0.463552534650553,19.5164285714286,0
GB,2016,9,1.7,14.34,37.013,1.814,7.76,0.195505043981536,19.267,0
GB,2016,10,2.34,8.72,43.434,1.973,7.37,0.329309040939426,10,0
